id,user_id,created_at,message,category
8162,194011,2024-01-12 00:34:49.625427+00,Why do I get breakouts on the forehead?,Other
8163,194011,2024-01-12 00:37:18.604113+00,What should I buy to get rid of my breakout on the forehead,Pimples and Acne Removal
8164,194011,2024-01-12 00:38:16.905967+00,"Okay, thanks! But what about the pores on my nose? Why do i have it and what should i buy?",General Skincare and Skincare Issues
8165,194011,2024-01-12 00:39:25.937523+00,What about my dark eyebags? I don’t know what to buy? Nothing works,Pimples and Acne Removal
8166,194011,2024-01-12 00:42:49.704064+00,"I think I have normal to oily skin. I have breakouts on my forehead, right between my eyebrows, i really want some tips for what to buy, i also have some pores on my nose. I have dark under eye bags and I don’t know what to buy, everything I have bought haven’t worked",General Skincare and Skincare Issues
8167,194011,2024-01-12 00:43:52.509791+00,Okay thanks!,Miscellaneous and Feedback
8169,194011,2024-01-12 00:47:02.91295+00,Thanks,Miscellaneous and Feedback
8170,194011,2024-01-12 00:50:49.081481+00,Do u have some product tips for the eye cream?,Product and Routine Questions
8172,316284,2024-01-12 01:17:30.447076+00,"I have dark spots on my face and blackheads around my nose, cheeks, forehead and chin,",Pimples and Acne Removal
8173,316284,2024-01-12 01:18:24.565516+00,What are some good serums to help with dark spots?,General Skincare and Skincare Issues
8174,316284,2024-01-12 01:18:59.655961+00,Best brands to buy for dark spots,General Skincare and Skincare Issues
8175,316296,2024-01-12 01:57:25.938186+00,Can you tell me one thing about the skin,General Skincare and Skincare Issues
8176,316296,2024-01-12 01:58:25.162798+00,How to remove the external hair permanently,Pimples and Acne Removal
8177,316298,2024-01-12 02:33:01.006293+00,Oily,Skin Type Specific Concerns
8178,316298,2024-01-12 02:35:59.373787+00,"Oily,acney free,any brands,..., daily",Product Recommendations
8179,316307,2024-01-12 02:59:04.796506+00,Acnes and pimples,Pimples and Acne Removal
8180,316307,2024-01-12 02:59:34.058072+00,Oily texture,Skin Type Specific Concerns
8181,316307,2024-01-12 03:00:47.109053+00,"Oily skin pimples,acnes",Pimples and Acne Removal
8182,316307,2024-01-12 03:01:36.076406+00,How to remove greasy texture,Pimples and Acne Removal
8183,316401,2024-01-12 08:20:05.800935+00,Pimples and oily skin blackheads white headss,Pimples and Acne Removal
8184,316401,2024-01-12 08:20:35.730822+00,Is lactocalamine usefull,Other
8185,316401,2024-01-12 08:22:33.593164+00,Daily basis what products is suitable for oily skin,Skin Type Specific Concerns
8186,295244,2024-01-12 08:23:22.192474+00,Too many acne,Pimples and Acne Removal
8187,295244,2024-01-12 08:23:45.074462+00,I don't use any product,Product and Routine Questions
8188,316412,2024-01-12 09:01:45.491976+00,I have dark spots on my face,Pimples and Acne Removal
8189,316412,2024-01-12 09:02:54.110931+00,I use Cetaphil facewash oil control,General Skincare and Skincare Issues
8190,316412,2024-01-12 09:04:28.597424+00,Give home remedy,Other
8191,316413,2024-01-12 09:04:45.766104+00,".acne .moisturizer, spf , retnoil. Allergies. Normal .nothing",Other
8192,316412,2024-01-12 09:04:48.574469+00,For face,Pimples and Acne Removal
8193,316413,2024-01-12 09:05:05.235335+00,Ok,Miscellaneous and Feedback
8194,316412,2024-01-12 09:05:44.704025+00,Please give me some home remedy for face bright easily,Pimples and Acne Removal
8195,316412,2024-01-12 09:07:49.401004+00,Ok,Miscellaneous and Feedback
8196,316412,2024-01-12 09:08:40.533018+00,Please give some home remedy for removed dark spots,Pimples and Acne Removal
8197,316412,2024-01-12 09:11:46.946677+00,My doctor give me facewash and remove dark spots cream,Pimples and Acne Removal
8198,316435,2024-01-12 10:11:09.873022+00,"Vegetarian , no dietary restriction for healthy skin",General Skincare and Skincare Issues
8199,315765,2024-01-12 10:17:10.7638+00,Acne,Pimples and Acne Removal
8200,264592,2024-01-12 10:34:12.83184+00,i have acne,Pimples and Acne Removal
8201,316478,2024-01-12 11:59:46.683719+00,Kya hindi m bate kar sakte h,Other
8202,316478,2024-01-12 12:00:51.775634+00,Mujhe acne blackheads or whiteheads or darkspots or oily skin h inhe permanent kse thik kru,Skin Type Specific Concerns
8203,316478,2024-01-12 12:03:27.04756+00,Mujhe blackheads whiteheads or acne or darkspots h or oily skin bhi h to kya kya product le or kse lagaye step by step batao,Skin Type Specific Concerns
8204,316478,2024-01-12 12:05:17.492104+00,Mujhe blackheads whiteheads or darkspots or oily skin h or acne bhi h to Kona skincare routine btao or step by step kse lagaye ye bhi batao,Skin Type Specific Concerns
8205,316478,2024-01-12 12:05:42.857216+00,Teri ma ki chut h bsdki,Other
8206,316478,2024-01-12 12:06:33.38758+00,Kya hal h aapke,Other
8207,316478,2024-01-12 12:06:44.473204+00,Bsdk,Other
8208,316478,2024-01-12 12:06:57.393173+00,G,Other
8209,316493,2024-01-12 12:51:34.913857+00,Large pores,General Skincare and Skincare Issues
8210,316495,2024-01-12 13:02:55.993308+00,Oily skin,Skin Type Specific Concerns
8211,316495,2024-01-12 13:03:27.500227+00,Clear acne,General Skincare and Skincare Issues
8212,316510,2024-01-12 13:48:03.284904+00,I use the byoma face cream,General Skincare and Skincare Issues
8213,316510,2024-01-12 13:48:45.849612+00,The cera ve cleanser is good?,General Skincare and Skincare Issues
8214,316510,2024-01-12 13:49:35.630869+00,Byoma have good product?,General Skincare and Skincare Issues
8215,316209,2024-01-12 14:05:03.387163+00,I have a lot of acne and redness and pores and I would like to buy some more skincare products to get rid of my acnr,Pimples and Acne Removal
8216,316209,2024-01-12 14:06:47.618473+00,my skin is oily and sensitive and I don’t have any allergies and for now I’m using the Cerave cleanser and I would like to buy a moisturizer because I don’t have one now and yes I do have blackheads as well,Product Recommendations
8217,316209,2024-01-12 14:08:51.023785+00,Oily and sensitive skin and a lot of acne and blackheads and I want to have a daily product that I’m going to use for my morning and evening routine,Skincare Routine Advice
8218,298616,2024-01-12 14:14:15.211146+00,"I have acne, I want to reduce acne and breakouts. Daily skin care products can be recommended",Pimples and Acne Removal
8219,298616,2024-01-12 14:14:59.971795+00,Can you recommend some brands with the above ingredients and uses,Product Recommendations
8220,298616,2024-01-12 14:17:02.198708+00,Recommend some products that are very cheap and for a teenager who has acne prone skin and break outs,Skin Type Specific Concerns
8221,316543,2024-01-12 14:42:13.996811+00,Pores on cheeks,General Skincare and Skincare Issues
8222,316543,2024-01-12 14:42:49.820323+00,Whats my skin type and how to improve my skin,Skin Type Specific Concerns
8223,316545,2024-01-12 14:58:38.129937+00,Can I do cycling to improve health and skin??,Lifestyle and Habits
8224,316545,2024-01-12 14:59:18.147907+00,Can I do cycling to improve health and skin??,Lifestyle and Habits
8225,316545,2024-01-12 15:00:50.052909+00,Alr,Other
8226,316545,2024-01-12 15:01:16.598286+00,Can I use handwash to wash my face,General Skincare and Skincare Issues
8227,316558,2024-01-12 15:07:58.436256+00,Pore apperance,General Skincare and Skincare Issues
8228,316545,2024-01-12 15:36:47.025785+00,Can I use sandal soap to wash my face,General Skincare and Skincare Issues
8229,310479,2024-01-12 15:50:05.529704+00,"I have fairly smooth skin, as far as pimples are concerned, because I don’t have any. Usually, it depends on the day, I don’t know why, like at school, in some areas I have oily skin, but in others, when it’s so cold, it’s even dry. But for the rest, when I use the products That is, products to moisturize the skin, the skin becomes quite normal, but, as I said before, sometimes it also becomes oily. In some places, such as nose, forehead, cheeks less...",Product Recommendations
8230,310479,2024-01-12 15:50:30.566414+00,che tipo di pelle ho?,Other
8231,316340,2024-01-12 17:28:29.742176+00,Write a message,Other
8232,316673,2024-01-12 18:24:12.583362+00,Ok,Miscellaneous and Feedback
8233,316673,2024-01-12 18:24:37.756124+00,I want to know my skin type,Product Recommendations
8234,316673,2024-01-12 18:25:38.851519+00,My face feels sometimes normal and sometimes oily,Pimples and Acne Removal
8235,316665,2024-01-12 20:41:41.23142+00,i only have a balea cleanser and a nivea care moisturizer,Product Recommendations
8236,277674,2024-01-12 20:42:56.248413+00,"Ultra Fine Oats, V+™ Protein Blend (Pea Protein Isolate, Brown Rice Protein, Pumpkin Seed Protein, Flaxseed Powder, Quinoa Flour), Cocoa Powder (Chocolate Peanut Flavour Only), Natural Flavouring, Maca Powder, Vegan Medium Chain Triglyceride Powder (Medium Chain Triglycerides Oil, Gum Acacia), Ground Cinnamon (Apple Strudel Flavour Only), Colour (Beetroot Red - Strawberry Flavour Only), Emulsifier (Sunflower Lecithin), Sweetener (Steviol Glycosides), Acid (Citric Acid - Strawberry Flavour Only), DigeZyme® Enzyme Complex (Amylase, Protease, Cellulase, Lactase, Lipase). Can these ingredients cause pimples ?",Pimples and Acne Removal
8237,313448,2024-01-12 22:12:47.52724+00,I have a lot of acne on both cheeks and one or two pimples on forehead,Pimples and Acne Removal
8238,313448,2024-01-12 22:13:02.97385+00,What question,Other
8239,313448,2024-01-12 22:13:16.155875+00,Me,Other
8240,313448,2024-01-12 22:13:43.729595+00,I have acne,Pimples and Acne Removal
8388,317596,2024-01-14 13:55:53.369667+00,I can’t use a professional guidance I am only 11 years old. What products should an 11  year old use ?,Product and Routine Questions
8241,316732,2024-01-12 22:30:37.240047+00,My current concerns is my acne an the redness on my fae. currently I'm using the cetaphil dry sensitive skin cleanser and lubriderm dryskin lotion. My face is very sensitive. My skin feels dry and bumpy. It's also very cold where i am in canada.,General Skincare and Skincare Issues
8242,316732,2024-01-12 22:31:34.490651+00,Should I cut off any dairy?,Other
8243,316732,2024-01-12 22:33:46.126188+00,"I have combination skin— dry at times, oily at times, and sensitive. My primary goal is to achieve my dream clear skin. My preferred brand are cetaphil, cerave, and anything affordable.",Product Recommendations
8244,316480,2024-01-12 23:42:08.297074+00,How I know if I have oily skin normal skin or combination skin type?,Product Recommendations
8245,316480,2024-01-12 23:43:19.175928+00,"Ok Tysm , I have normal skin then that is very good ! Also is bubble skincare a good thing for my face ? If not that’s ok !!",General Skincare and Skincare Issues
8246,316480,2024-01-12 23:44:11.894218+00,"Normal skin ,",General Skincare and Skincare Issues
8247,316771,2024-01-13 00:25:36.699059+00,I get more pimples every day,Pimples and Acne Removal
8248,316771,2024-01-13 00:26:01.599213+00,What skincare should I use,Product and Routine Questions
8249,316771,2024-01-13 00:26:32.666766+00,A bit of oily and dry,Skin Type Specific Concerns
8250,316318,2024-01-13 01:40:51.29263+00,Pimple and scars,Pimples and Acne Removal
8251,316318,2024-01-13 01:41:03.990768+00,K,Other
8252,269707,2024-01-13 03:15:27.075949+00,"I'm suffering with acne, which now many turned into scars.o don't use skincare products much except a soap to wash my face. My pimples are getting bigger and remaining for weeks",Pimples and Acne Removal
8253,269707,2024-01-13 03:16:13.28653+00,How much does acne scar treatment costs?,Acne Scars and Marks
8254,316732,2024-01-13 04:05:46.871908+00,Anything is fine,Other
8255,316732,2024-01-13 04:07:19.65584+00,What can I do if I don't have an exfoliating product?,Product and Routine Questions
8256,316825,2024-01-13 04:34:46.852702+00,My skin feels rough and acne prone and also have dark spots on particular area on my face,Pimples and Acne Removal
8257,316825,2024-01-13 04:36:04.532315+00,How to clear acne prone skin along with ACN scar,Skin Type Specific Concerns
8258,316828,2024-01-13 04:39:31.572418+00,Write a message,Other
8259,316545,2024-01-13 05:21:57.61945+00,Can I use Johnsons baby cream ?,General Skincare and Skincare Issues
8260,316545,2024-01-13 05:22:34.737419+00,Can I use boroline for pimple like bumps,General Skincare and Skincare Issues
8261,312350,2024-01-13 06:38:47.585936+00,I need to be hydrated,Product and Routine Questions
8262,312350,2024-01-13 06:39:35.979329+00,Oily skin,Skin Type Specific Concerns
8263,312350,2024-01-13 06:39:50.770686+00,Oily skin,Skin Type Specific Concerns
8264,312350,2024-01-13 06:40:26.972466+00,Which moisturizer is good,General Skincare and Skincare Issues
8265,312350,2024-01-13 06:40:57.861879+00,Cleanser,General Skincare and Skincare Issues
8266,312350,2024-01-13 06:41:16.499458+00,Serum,Product Recommendations
8267,316879,2024-01-13 07:08:45.401329+00,"I'm having pimples and acne all over my skin and i'm getting married in the month of march on 6th kindly help me to get clear skin and i'm using determotogist recommended ""clindamycin & Nicotinamide gel femicinol- A gel"" morning afternoon and night after face wash",Pimples and Acne Removal
8268,316879,2024-01-13 07:10:14.02091+00,Ok,Miscellaneous and Feedback
8269,316879,2024-01-13 07:10:59.914403+00,Can you please suggest me the facial expercises for clear skin,General Skincare and Skincare Issues
8270,316901,2024-01-13 07:54:45.998973+00,What kind of diet should I follow,Diet and Nutrition
8271,316901,2024-01-13 07:55:32.822455+00,Can I eat peanuts,Diet and Nutrition
8272,316901,2024-01-13 07:56:06.701322+00,What can I add in my water,Other
8273,316901,2024-01-13 07:57:09.881337+00,What mistakes,Other
8274,316901,2024-01-13 07:57:38.311306+00,What are some common mistakes in a skin care routine,Skincare Routine Advice
8275,316901,2024-01-13 07:58:39.692655+00,Suggest me a suitable sunscreen,Other
8276,313716,2024-01-13 09:14:22.909716+00,Combination skin,General Skincare and Skincare Issues
8277,316648,2024-01-13 09:15:07.941335+00,Oily clear skin nha,General Skincare and Skincare Issues
8278,316648,2024-01-13 09:15:55.683677+00,How to reduce  red spots and pimple,Pimples and Acne Removal
8279,313716,2024-01-13 09:16:26.554579+00,The ordinary salycilic acid,Other
8280,313716,2024-01-13 09:18:05.339443+00,No cosmetics liquid illuminator,Other
8281,313716,2024-01-13 09:18:23.553418+00,Kannst du deutsch,Other
8282,313716,2024-01-13 09:18:57.630375+00,"Was hälst du vom produkt ""Nø cosmetics liquid illuminator""",Other
8283,309261,2024-01-13 10:33:23.287004+00,i have big pimple on my nose red and bulging. what product should i use? budget is below 20 singapore dollars,General Skincare and Skincare Issues
8284,309261,2024-01-13 10:34:06.41726+00,is it okay to put retinol on it? recommend a skincore routine for me,Product and Routine Questions
8285,309261,2024-01-13 10:35:07.259427+00,should i only put retinol when all my acne and pimples are cleared or is it okay to put when it is still red,Pimples and Acne Removal
8286,316962,2024-01-13 11:13:39.422211+00,:Morning and evening both,Skincare Routine Advice
8287,262098,2024-01-13 12:20:29.457085+00,I have to much tiny bumps only on my forehead what can i do or tell me some products i have been using salicylic serum but no results on yse,Product Recommendations
8288,262098,2024-01-13 12:20:58.019096+00,Serums and tiny bump affectted cream,Product Recommendations
8289,262098,2024-01-13 12:22:06.55495+00,Ok tell me some medicines for eat,Miscellaneous and Feedback
8290,262098,2024-01-13 12:22:56.285748+00,Ok what can i use homemade thing use for tiny bumps,General Skincare and Skincare Issues
8291,262098,2024-01-13 12:23:58.234553+00,How many days use to remove bumps with tea tree oil,General Skincare and Skincare Issues
8292,262098,2024-01-13 12:25:29.671503+00,Ok,Miscellaneous and Feedback
8293,262098,2024-01-13 12:26:01.714807+00,No results after using salicylic serum,Product Recommendations
8294,262098,2024-01-13 12:26:24.808546+00,4 months,Other
8295,262098,2024-01-13 12:26:55.928004+00,Ok,Miscellaneous and Feedback
8296,262098,2024-01-13 12:27:10.192831+00,Thanks bye love you,Miscellaneous and Feedback
8297,317054,2024-01-13 13:24:26.797767+00,Combo,Other
8298,317063,2024-01-13 13:53:03.117429+00,Dry,General Skincare and Skincare Issues
8299,317063,2024-01-13 13:53:25.990224+00,Cheeks,Other
8300,317088,2024-01-13 14:37:22.713255+00,I have lots of breakouts around the chin and open big pores on my nose,General Skincare and Skincare Issues
8301,317088,2024-01-13 14:37:43.701264+00,Is retinoid gonna solve my big pores?,General Skincare and Skincare Issues
8302,316545,2024-01-13 14:44:25.719894+00,What is milia,General Skincare and Skincare Issues
8303,316545,2024-01-13 14:45:08.524656+00,Can I use himalaya lip balm,General Skincare and Skincare Issues
8304,316545,2024-01-13 14:45:40.068806+00,Can I use himalaya lip balm on lips,General Skincare and Skincare Issues
8305,286211,2024-01-13 15:00:36.183435+00,What skin care should I follow,Skin Type Specific Concerns
8306,317087,2024-01-13 15:01:11.008956+00,My face is full of acne scars. Dry face. White heads,Pimples and Acne Removal
8307,286211,2024-01-13 15:01:14.024637+00,Daily skin care routine which I should use,Skincare Routine Advice
8308,317087,2024-01-13 15:01:41.770335+00,Evening,Skincare Routine Advice
8309,286211,2024-01-13 15:02:53.778142+00,My skin is oily and primary gaol is to remove acne marks and white and  black heads daily routine with make up products,Pimples and Acne Removal
8310,317087,2024-01-13 15:03:29.894815+00,"Dry skin, to clear my face, organic, only home made, daily",General Skincare and Skincare Issues
8311,286211,2024-01-13 15:03:35.86618+00,And products for acne marks and white and black heads,Pimples and Acne Removal
8312,286211,2024-01-13 15:04:34.544347+00,No balanced diet followed,Diet and Nutrition
8313,286211,2024-01-13 15:04:56.866773+00,What diet should I follow for health skin and weight loss,General Skincare and Skincare Issues
8314,317087,2024-01-13 15:05:24.965298+00,Can u name some products which are not organic for my skin,Product and Routine Questions
8315,317116,2024-01-13 15:58:52.826597+00,I cant understand,Other
8316,317116,2024-01-13 15:59:26.776392+00,Calorie range,Other
8317,317116,2024-01-13 16:00:06.701377+00,Budget 3thousand month,General Skincare and Skincare Issues
8318,54394,2024-01-13 16:30:22.944978+00,I feel dry around me cheeks but oily at my nose i have open porse and pimples on my cheeks and forhead my forhead is little pigmented comparison to my face and i have so much facial hair,Pimples and Acne Removal
8319,54394,2024-01-13 16:31:55.507355+00,Mosture behaviour- moistured all the time but feel dry in sun . Breakout locations- on my face i have so much acne and forhead,Pimples and Acne Removal
8320,54394,2024-01-13 16:36:01.105133+00,I have combination skin my primary goal is to get rid of my acne i can use derma co and bodywise products i want the ingredients that contains the things which can control my harmonal acne and takes care of my sensitive skin,Pimples and Acne Removal
8321,54394,2024-01-13 16:38:14.149825+00,I have used niacinamide but this doesn't work me please tell me which percentage of niacinamide can i use and for my dark spots,General Skincare and Skincare Issues
8322,54394,2024-01-13 16:42:11.772432+00,I use salicylic acid face wash and hyauluronic acid moisturiser daily but i didn't get results for my acne i have combination and sensitive skin and have harmonal acne i use tretinoin in night,Pimples and Acne Removal
8323,54394,2024-01-13 16:43:49.96933+00,I use HA moisturizer in morning and tretinoin in night and salicylic acid in afternoon i want acne free plumpy and glowing skin and want to get rid of my dark spots and dark circles,Pimples and Acne Removal
8324,54394,2024-01-13 16:46:46.450278+00,I don't do any activity i wake up late at morning and sleep late at night i sit all the time but i want to do some activity thar works for my skin to get rid of harmonal acne and sensitivity for my skin and plump my skin,Pimples and Acne Removal
8325,54394,2024-01-13 16:48:06.439259+00,I want h healthy dite for whole day please tell me,General Skincare and Skincare Issues
8326,317165,2024-01-13 17:11:31.516697+00,It's oily and dry too,Skin Type Specific Concerns
8327,315869,2024-01-13 17:35:55.020454+00,My skin is usually oily and greecy,Skin Type Specific Concerns
8328,315869,2024-01-13 17:37:34.602552+00,I have al lot of pimples and I use a pimple neem face wash but there is very less progress,Pimples and Acne Removal
8329,317162,2024-01-13 17:50:18.372801+00,Nothing,Other
8330,317162,2024-01-13 17:50:52.630367+00,How do I get rid of acne scars,Pimples and Acne Removal
8331,317094,2024-01-13 18:09:53.399155+00,Redness,Other
8332,317094,2024-01-13 18:10:21.446664+00,Redness skin and dry skin,General Skincare and Skincare Issues
8333,317094,2024-01-13 18:10:29.984532+00,Yes,Miscellaneous and Feedback
8334,317094,2024-01-13 18:10:47.616868+00,Which products make my skin glowy,Product and Routine Questions
8335,283161,2024-01-13 18:37:07.292129+00,Hi my pimples were gone after my periods abd by washing my face with cold water  but again after some days pimples came,Pimples and Acne Removal
8336,283161,2024-01-13 18:37:32.663444+00,Why they are coming want to know the reason?,General Skincare and Skincare Issues
8337,283161,2024-01-13 18:40:53.934876+00,I have started pimples,Pimples and Acne Removal
8338,283161,2024-01-13 18:41:12.655787+00,How can my pimples go?,Pimples and Acne Removal
8339,316732,2024-01-13 19:56:39.60029+00,"After I cleanse I apply my serum and after the serum I apply moisturizer, how long do i keep the serum on?",Product Recommendations
8340,316732,2024-01-13 19:56:51.51548+00,Yes,Miscellaneous and Feedback
8341,317238,2024-01-13 19:56:51.978168+00,Skin feel,General Skincare and Skincare Issues
8342,317238,2024-01-13 19:57:19.252475+00,How I make my skin pimple free and shining,Pimples and Acne Removal
8343,317238,2024-01-13 19:58:24.752404+00,Bidhety,Other
8344,317238,2024-01-13 19:58:36.275493+00,Budget,General Skincare and Skincare Issues
8345,316527,2024-01-13 20:40:01.734204+00,My scin feels very itchy today,Other
8346,316527,2024-01-13 20:41:55.72802+00,I use weather and vitamin c serum. I also use aloe Vera,Product Recommendations
8347,316527,2024-01-13 20:44:19.342648+00,Im very Stressed all the time,Lifestyle and Habits
8348,316527,2024-01-13 20:44:48.285333+00,I’m also very tired,Other
8349,317248,2024-01-13 20:45:34.137786+00,ive been breaking out a lot on my cheeks lately,Other
8350,317248,2024-01-13 20:45:57.46873+00,why do you think that i am breaking out,Other
8351,316732,2024-01-13 21:54:54.103695+00,How often should I use my serum?,Product Recommendations
8352,317303,2024-01-14 01:47:07.369196+00,German pls,Other
8353,317303,2024-01-14 01:47:24.414141+00,Welche Produkte sind am Besten,Other
8354,317312,2024-01-14 02:23:52.392682+00,I have small tiny bumps on face,Pimples and Acne Removal
8355,317311,2024-01-14 02:28:05.25646+00,oil skin,General Skincare and Skincare Issues
8356,317311,2024-01-14 02:28:30.461901+00,give me products for oil skin,Product and Routine Questions
8357,317312,2024-01-14 02:34:48.431131+00,Plese tell me how to remove tiny bumps,Pimples and Acne Removal
8358,190257,2024-01-14 04:06:27.906946+00,Moisture behaviour> normal,Other
8359,190257,2024-01-14 04:07:01.689496+00,Breakouts on cheek area,Other
8360,190257,2024-01-14 04:08:17.048027+00,Combination,Other
8361,317344,2024-01-14 04:48:12.485938+00,Sensitive,Other
8362,317347,2024-01-14 05:13:18.790042+00,Budget,General Skincare and Skincare Issues
8363,317347,2024-01-14 05:14:44.38738+00,Oily skin care product's,Skin Type Specific Concerns
8364,317376,2024-01-14 06:51:09.742612+00,I do no,Other
8365,317376,2024-01-14 06:51:53.80165+00,Wich face wish woind use,General Skincare and Skincare Issues
8366,317431,2024-01-14 08:15:47.038951+00,Skin feel,General Skincare and Skincare Issues
8367,316901,2024-01-14 08:29:58.264698+00,Name some foods rich in Omega 3,Diet and Nutrition
8368,317456,2024-01-14 09:06:18.130602+00,How to clean my skin?,General Skincare and Skincare Issues
8369,317456,2024-01-14 09:07:26.000456+00,"How to remove pimples , blackheads ?",Pimples and Acne Removal
8370,262492,2024-01-14 10:39:48.9769+00,Ance,Other
8371,262492,2024-01-14 10:40:30.044249+00,I want my skin to be clear,General Skincare and Skincare Issues
8372,317513,2024-01-14 10:52:47.651052+00,I have acne problem and oily skin,Skin Type Specific Concerns
8373,317513,2024-01-14 10:53:04.480476+00,Pimple also,Pimples and Acne Removal
8374,317505,2024-01-14 11:02:20.775325+00,I suffer from acne scars dark spots,Pimples and Acne Removal
8375,317505,2024-01-14 11:03:30.444851+00,Pz tell me some routine for clear skin,General Skincare and Skincare Issues
8376,317502,2024-01-14 11:03:47.574968+00,"I have dark spots, dark circles, uneven skin",Pimples and Acne Removal
8377,317502,2024-01-14 11:04:20.085366+00,What products should I use for these problems,Product and Routine Questions
8378,317505,2024-01-14 11:05:01.703592+00,6hrs I slepp,Other
8379,317505,2024-01-14 11:05:35.497785+00,I wake up in the morning at 6 am,Skincare Routine Advice
8380,317505,2024-01-14 11:06:42.053775+00,Combination acne prone skin,Skin Type Specific Concerns
8381,317502,2024-01-14 11:06:55.810573+00,"I have dark spots because of pimples, dry skin, uneven skintone, dark circles, etc..  I use aloe vera gel sometimes with vitamin e oil in it, and a daily cleanser of vitamin c",General Skincare and Skincare Issues
8382,317502,2024-01-14 11:07:40.552225+00,What should I do for my skin issues and give me skincare routine,Skincare Routine Advice
8383,317505,2024-01-14 11:07:44.867197+00,Can I use Himalayas neem face wash for cleansing and pond superligt jel as moisturiser,General Skincare and Skincare Issues
8384,317505,2024-01-14 11:10:57.525306+00,Am time I use cleanser moisturizer spot syrum sunscreem and at pm time I use cleanser spot syrum and moisturizer,General Skincare and Skincare Issues
8385,317505,2024-01-14 11:13:09.174812+00,I use Himalayas neem face wash daily kojik acid syrm as a spot treatment ponds superligt jel as moisturiser and dermacopore minimising sunscreem it's good for me,General Skincare and Skincare Issues
8386,317596,2024-01-14 13:53:16.714507+00,I have been using skincare for around 2 years and I still have some acne and i dont  know what to use to get rid  of it.,Pimples and Acne Removal
8387,317596,2024-01-14 13:54:59.508902+00,"I haven’t been using the same routine and products actually for the past two years. I started off by using the brand simple. Then I tried the brand starface. Then I tried byoma, Then Bubble and I use glow recipe for my skincare just now",Product and Routine Questions
9437,323615,2024-02-01 11:14:31.456788+00,Open pores,General Skincare and Skincare Issues
8389,316698,2024-01-14 14:02:28.994264+00,I use the no cosmetics cleanser snd mouisturizer,General Skincare and Skincare Issues
8390,316698,2024-01-14 14:02:37.065899+00,huh,Other
8391,316698,2024-01-14 14:02:48.322711+00,I want my acne to go away,Pimples and Acne Removal
8392,317675,2024-01-14 15:39:04.038377+00,I don't use Anything,General Skincare and Skincare Issues
8393,317675,2024-01-14 15:39:55.174532+00,I have black heads  from 5 to 6 yrs how it should be treated,Other
8394,317675,2024-01-14 15:40:18.960197+00,I have black heads,Other
8395,317675,2024-01-14 15:41:58.05163+00,Skin types,Skin Type Specific Concerns
8396,317675,2024-01-14 15:42:11.436258+00,Black heads,Other
8397,317675,2024-01-14 15:42:47.583958+00,Recommend for black heads,Product Recommendations
8398,291067,2024-01-14 16:06:53.813151+00,Morning,Skincare Routine Advice
8399,291067,2024-01-14 16:07:08.687276+00,Morning skin care,Skincare Routine Advice
8400,291067,2024-01-14 16:07:53.675339+00,Oily tzone but dry everywhere else,Skin Type Specific Concerns
8401,291067,2024-01-14 16:08:25.873946+00,Healthy smoothie recipes,Diet and Nutrition
8402,291067,2024-01-14 16:08:43.724419+00,What are some healthy smoothie recipes,Diet and Nutrition
8403,309261,2024-01-14 16:10:07.499317+00,what to use to get rid of the black oily dots on my nose. also should i be cleansing twice if i have oily nose area?,Product Recommendations
8404,309261,2024-01-14 16:12:12.782108+00,double cleasing as in using oil cleanser and water based cleanser. which comes first? also how to apply the benzoyl peroxide on the nose. what percentage of benzoyl peroxide is optimal?,General Skincare and Skincare Issues
8405,309261,2024-01-14 16:16:25.132593+00,is face wash same as water based cleanser? does water based cleanser help remove oil from face as oil based cleanser does. is oil based cleanser really needed if i have water based cleanser? is oil based cleanser or water based cleanser more important if i can only have one?,General Skincare and Skincare Issues
8406,309261,2024-01-14 16:17:17.488237+00,do i need water based cleanser if i have face wash,General Skincare and Skincare Issues
8407,309261,2024-01-14 16:18:35.647037+00,do i start with oil cleanser first then face wash or only face wash,Pimples and Acne Removal
8408,309261,2024-01-14 16:19:11.669061+00,i have an oily skin at nose area only though. which do i use?,Product Recommendations
8409,317693,2024-01-14 16:41:00.698258+00,moisturizer for oily skin,Product Recommendations
8410,317712,2024-01-14 17:16:32.826719+00,So.much tan,Other
8411,317712,2024-01-14 17:16:53.568898+00,I have tan one my face,Pimples and Acne Removal
8412,317712,2024-01-14 17:18:17.805727+00,I want to remove all tha tan on my face. I'll get tanned very easily. I want tan free face,Pimples and Acne Removal
8413,317712,2024-01-14 17:20:12.757703+00,I want sunscreen that's protection so long,General Skincare and Skincare Issues
8414,317712,2024-01-14 17:21:03.337641+00,Sunggest me a sunscreen that I'll protection 6hours,Other
8415,317712,2024-01-14 17:22:30.675898+00,I want long lasting sunscreen,General Skincare and Skincare Issues
8416,317712,2024-01-14 17:23:40.317506+00,I want sunscreen that's long lasting,General Skincare and Skincare Issues
8417,317712,2024-01-14 17:24:23.960019+00,Any long lasting sunscreens?,Other
8418,317712,2024-01-14 17:25:41.661063+00,Which sunscreen protection skin for 6 hours?,General Skincare and Skincare Issues
8419,317719,2024-01-14 17:32:36.614999+00,Hi,Miscellaneous and Feedback
8420,317719,2024-01-14 17:32:52.227837+00,I have small holes,Other
8421,317719,2024-01-14 17:33:46.523145+00,Open pores,General Skincare and Skincare Issues
8422,317719,2024-01-14 17:34:12.959961+00,Acne scares,Pimples and Acne Removal
